ID,Funcionario_ID,Skill_ID,Nome_Skill,Nivel_Competencia,Gap_Critico,Performance_Trilha_Estrategica,Data_Avaliacao
46,1,505,Excel Avançado,4.0,False,9.21,2024-06-11
47,1,403,Excel Avançado,3.92,False,6.96,2024-10-12
48,1,252,Excel Avançado,3.46,False,6.29,2024-10-17
49,1,213,Excel Avançado,9.65,False,5.79,2024-08-09
50,2,949,Design,8.11,False,7.04,2024-08-26
51,2,921,Design,9.98,False,8.51,2024-02-16
52,2,290,Kubernetes,6.35,False,4.65,2024-04-02
53,2,619,Kubernetes,4.73,False,5.62,2024-09-23
54,2,563,Kubernetes,8.73,False,9.5,2024-12-19
55,2,637,Kubernetes,9.99,False,9.6,2024-05-08
56,2,98,Kubernetes,7.74,False,4.13,2023-09-28
57,2,440,Kubernetes,7.36,False,4.23,2024-06-28
58,2,247,Kubernetes,9.43,False,4.65,2024-12-06
59,2,52,Kubernetes,4.31,False,6.49,2024-07-18
60,2,326,Kubernetes,5.17,True,9.0,2024-04-10
61,2,905,Kubernetes,3.45,True,4.19,2024-04-11
62,2,542,Kubernetes,5.85,False,9.36,2023-09-14
63,2,586,Kubernetes,6.89,False,9.72,2024-02-24
64,2,880,Azure,5.4,False,5.63,2024-11-05
65,2,517,Azure,8.56,False,4.16,2024-07-22
66,2,858,Azure,6.14,False,5.3,2023-09-14
67,2,608,Marketing Digital,5.38,False,4.72,2024-10-29
68,2,829,Marketing Digital,8.68,False,5.32,2024-11-24
69,2,500,Marketing Digital,5.11,False,6.29,2024-12-17
70,2,917,Marketing Digital,6.72,False,4.39,2024-10-16
71,2,60,Marketing Digital,9.49,False,6.81,2024-01-22
72,2,314,Marketing Digital,8.14,True,9.43,2024-02-26
73,2,199,Marketing Digital,9.22,False,7.34,2024-06-23
74,2,981,Marketing Digital,7.69,False,5.98,2024-05-31
75,2,180,Marketing Digital,7.82,False,4.44,2023-09-09
76,2,67,Marketing Digital,3.1,False,6.97,2024-06-20
77,2,566,Node.js,8.28,False,4.95,2024-10-11
78,2,290,Node.js,9.85,False,4.52,2024-11-12
79,2,294,Gestão de Projetos,4.38,False,6.44,2024-09-24
80,2,278,Gestão de Projetos,3.28,False,8.25,2024-11-04
81,2,763,Gestão de Projetos,8.88,False,5.21,2024-11-28
82,2,296,Gestão de Projetos,3.48,True,5.4,2023-11-05
83,2,846,Gestão de Projetos,5.49,False,8.3,2024-05-01
84,2,21,Gestão de Projetos,7.48,False,5.84,2023-10-18
85,2,340,Machine Learning,7.99,False,7.57,2023-08-10
86,2,844,Machine Learning,4.57,False,9.87,2024-05-06
87,2,521,Machine Learning,8.33,False,9.36,2024-01-31
88,2,806,Machine Learning,8.96,True,4.63,2024-04-24
89,2,168,Machine Learning,7.17,False,6.23,2024-08-07
90,2,617,Machine Learning,6.1,False,8.35,2024-07-19
91,2,345,Machine Learning,6.11,True,5.83,2024-08-22
92,2,638,Docker,7.62,False,4.85,2023-10-15
93,2,260,Docker,6.69,False,6.71,2023-09-23
94,2,63,Docker,6.44,False,9.62,2023-12-23
95,2,550,Docker,3.29,False,8.52,2024-04-29
96,2,396,Docker,7.46,False,7.0,2024-03-23
97,3,538,C#,9.77,False,6.26,2024-02-11
98,3,234,C#,6.96,False,6.7,2024-07-03
99,3,155,C#,6.68,False,7.29,2024-07-29
100,3,407,C#,5.08,False,6.84,2024-03-14
101,3,721,C#,8.43,False,4.46,2024-12-08
102,3,713,C#,6.54,False,5.45,2024-03-01
103,3,935,C#,9.25,False,6.11,2024-11-14
104,3,601,C#,4.52,False,4.36,2024-06-27
105,3,885,C#,9.8,False,6.15,2024-01-30
106,3,577,C#,8.75,True,7.82,2024-05-06
107,3,39,C#,4.05,False,6.51,2024-07-21
108,3,498,Product Management,4.06,False,5.77,2024-07-21
109,3,714,Product Management,6.03,False,6.47,2024-12-22
110,3,376,Product Management,5.81,False,9.6,2024-12-06
111,3,268,Product Management,6.51,False,6.03,2024-04-09
112,3,455,Product Management,4.79,False,4.63,2023-12-30
113,3,605,Product Management,7.25,False,5.21,2024-11-08
114,3,811,Product Management,4.44,False,8.55,2024-05-12
115,3,982,Product Management,8.87,False,9.73,2024-04-21
116,3,814,DevOps,6.14,False,4.95,2024-11-13
117,3,950,DevOps,3.23,False,5.21,2024-03-05
118,3,202,DevOps,9.22,False,4.33,2024-05-15
119,3,369,DevOps,3.82,False,7.33,2024-05-28
120,3,839,DevOps,4.03,True,9.78,2024-01-23
121,3,473,DevOps,8.97,False,4.55,2024-12-12
122,3,863,DevOps,3.48,True,5.41,2024-06-10
123,3,7,DevOps,7.2,False,4.29,2024-10-16
124,3,603,DevOps,7.01,False,7.96,2024-06-30
125,3,805,Marketing Digital,3.66,False,7.1,2024-07-05
126,3,228,Marketing Digital,5.01,True,8.66,2024-08-18
127,3,663,SQL,5.65,False,5.62,2024-05-07
128,3,124,SQL,4.76,False,9.28,2024-07-25
129,3,737,SQL,3.33,False,6.31,2024-02-05
130,4,750,React,7.54,False,8.72,2023-05-20
131,4,786,React,3.61,False,9.51,2023-04-04
132,4,312,React,8.51,False,5.01,2023-04-30
133,4,777,React,6.6,False,5.59,2024-05-29
134,4,333,React,9.17,False,5.12,2022-07-10
135,4,768,React,8.97,False,9.23,2022-06-19
136,4,771,JavaScript,5.98,False,6.32,2023-10-07
137,4,664,JavaScript,8.03,False,7.54,2023-01-06
138,4,162,JavaScript,7.33,False,6.3,2024-01-27
139,4,44,JavaScript,4.17,False,7.85,2022-12-03
140,4,424,JavaScript,4.71,False,6.82,2023-12-14
141,4,834,Python,3.09,False,5.36,2023-09-11
142,4,873,Python,7.97,False,8.05,2023-03-12
143,4,427,Gestão de Projetos,6.69,False,7.85,2023-05-26
144,4,516,Gestão de Projetos,6.79,True,9.79,2023-09-15
145,4,895,Gestão de Projetos,6.17,False,9.91,2022-12-06
146,4,664,Scrum,6.17,False,9.44,2023-04-26
147,4,636,Comunicação,7.93,False,5.68,2023-07-27
148,4,45,Comunicação,6.39,False,9.99,2022-08-31
149,4,299,Comunicação,3.35,False,5.21,2023-11-07
150,4,388,Comunicação,4.71,True,9.94,2024-01-16
151,4,208,Comunicação,6.75,False,4.3,2022-10-06
152,4,570,Comunicação,5.66,False,6.66,2022-08-18
153,4,52,Comunicação,7.53,True,8.6,2023-12-07
154,4,705,Java,6.4,False,5.97,2024-09-18
155,4,187,Java,6.41,False,6.35,2023-03-09
156,4,84,Git,8.59,False,9.76,2024-02-09
157,4,788,Git,8.17,False,4.94,2024-07-17
158,4,89,Git,9.54,False,8.61,2023-07-12
159,4,922,Kubernetes,8.92,False,9.72,2024-07-04
160,4,937,Kubernetes,3.13,False,7.99,2023-08-30
161,4,28,Tableau,5.94,False,7.11,2024-12-21
162,4,271,Tableau,4.9,False,9.93,2023-04-25
163,4,970,Tableau,5.95,False,6.66,2024-09-02
164,4,663,Tableau,4.49,False,9.56,2023-10-04
165,4,896,Tableau,3.86,False,8.97,2024-11-21
166,4,220,Tableau,3.05,False,6.52,2023-05-22
167,4,853,Tableau,3.09,False,8.43,2023-10-01
168,4,750,Tableau,5.75,False,9.94,2024-07-20
169,4,160,Tableau,3.09,False,5.82,2022-06-20
170,4,872,Tableau,8.02,False,6.06,2024-08-15
171,5,16,SQL,9.42,False,9.85,2024-02-17
172,5,252,SQL,9.44,False,5.93,2024-02-05
173,5,20,SQL,8.39,False,8.29,2024-04-14
174,5,960,SQL,8.75,False,8.59,2023-08-12
175,5,140,SQL,4.55,False,4.49,2024-12-30
176,5,745,SEO,6.61,False,4.32,2023-03-18
177,5,878,SEO,9.82,True,7.12,2024-04-01
178,5,400,SEO,6.5,False,8.55,2023-04-14
179,5,737,SEO,5.05,False,6.19,2023-07-16
180,5,317,SEO,4.51,False,5.75,2024-11-23
181,5,959,SEO,7.08,False,6.77,2024-12-09
182,5,863,DevOps,4.44,True,5.56,2024-11-30
183,5,539,DevOps,5.61,False,5.74,2023-03-06
184,5,591,DevOps,9.01,False,8.57,2024-04-02
185,6,441,Comunicação,8.74,False,9.27,2024-07-11
186,6,89,Comunicação,3.26,False,6.22,2024-06-13
187,6,22,Comunicação,8.51,False,9.06,2023-12-01
188,6,351,Angular,8.01,False,5.25,2024-09-26
189,6,40,Gestão de Projetos,5.02,False,8.32,2024-01-25
190,6,874,Gestão de Projetos,6.35,False,9.8,2024-08-04
191,6,467,Gestão de Projetos,5.96,True,7.38,2024-01-16
192,6,114,Gestão de Projetos,3.36,True,7.58,2023-11-14
193,6,251,Gestão de Projetos,6.09,False,9.38,2024-11-14
194,6,413,Gestão de Projetos,8.92,True,6.16,2024-09-19
195,6,675,Gestão de Projetos,6.45,False,9.78,2023-12-21
196,6,617,Gestão de Projetos,6.64,True,9.34,2024-08-13
197,6,448,SQL,6.41,True,6.75,2024-08-18
198,6,597,SQL,8.69,False,5.32,2024-06-23
199,6,322,SQL,9.32,False,9.82,2024-03-28
200,6,34,SQL,4.6,False,5.44,2024-07-30
201,6,630,SQL,9.83,False,5.0,2023-12-08
202,6,734,SQL,9.03,False,5.8,2024-02-04
203,6,424,SQL,3.49,False,5.36,2024-05-08
204,6,618,SQL,5.64,False,6.91,2023-12-15
205,6,388,Java,5.75,False,9.35,2024-09-08
206,6,74,Java,3.49,False,4.47,2024-02-25
207,6,168,Java,3.99,False,9.43,2024-12-18
208,6,63,Java,8.53,False,7.7,2024-06-06
209,6,589,Java,7.79,False,4.68,2024-04-12
210,6,1,Java,9.83,True,5.83,2024-06-19
211,6,413,Java,8.11,False,6.21,2024-10-01
212,7,983,Design,4.85,False,8.64,2024-02-26
213,7,349,Design,4.62,False,9.01,2024-05-18
214,7,237,Design,5.94,False,6.68,2022-11-27
215,7,24,Design,7.4,False,5.04,2024-09-13
216,7,368,Design,9.52,False,7.48,2024-11-10
217,7,885,Design,9.98,False,6.19,2024-08-30
218,7,707,Design,4.01,True,9.83,2023-11-27
219,7,580,C#,8.97,False,6.2,2023-03-12
220,7,15,C#,4.68,False,4.61,2022-12-03
221,7,618,C#,3.37,False,4.94,2024-02-14
222,7,252,Power BI,9.02,True,4.33,2023-09-15
223,7,748,Power BI,9.9,False,7.38,2023-10-30
224,7,187,Power BI,6.62,False,8.01,2024-03-28
225,7,570,Power BI,3.46,False,4.77,2024-05-11
226,7,240,Power BI,3.21,False,7.37,2024-05-04
227,7,782,SEO,8.49,False,7.98,2024-02-10
228,7,717,SEO,4.74,False,4.63,2023-04-09
229,7,916,SEO,5.87,False,7.73,2022-12-01
230,7,48,SEO,7.74,False,7.38,2023-07-02
231,7,108,SEO,8.0,False,4.82,2022-12-08
232,7,118,SEO,5.22,False,8.01,2023-06-25
233,7,393,SEO,5.76,False,4.59,2023-02-25
234,7,307,SEO,7.38,False,8.37,2024-11-26
235,7,954,SEO,6.47,True,8.21,2024-04-08
236,7,467,Data Analytics,4.24,False,7.07,2023-05-12
237,7,765,Data Analytics,5.29,False,7.8,2023-02-23
238,7,884,Data Analytics,8.46,False,8.73,2023-06-18
239,7,247,Data Analytics,4.93,False,9.86,2022-11-19
240,7,384,Data Analytics,3.24,False,6.14,2024-11-30
241,7,68,JavaScript,9.11,False,7.3,2023-08-28
242,7,579,JavaScript,5.45,True,9.46,2023-05-26
243,7,477,JavaScript,4.04,True,4.18,2024-07-24
244,7,538,JavaScript,4.36,False,5.09,2024-03-16
245,7,260,JavaScript,6.95,False,4.75,2023-03-30
246,7,838,JavaScript,6.15,False,4.13,2022-11-28
247,7,776,JavaScript,7.38,False,7.69,2023-07-17
248,7,585,JavaScript,6.65,False,5.96,2023-01-03
249,7,899,JavaScript,3.23,True,4.29,2023-03-11
250,7,254,JavaScript,7.25,False,8.71,2023-01-14
251,7,648,JavaScript,7.71,False,8.61,2022-10-30
252,8,730,Git,3.58,False,7.7,2024-05-23
253,8,361,Git,6.81,False,7.97,2022-05-31
254,8,372,Git,4.69,False,8.46,2023-03-15
255,8,752,Git,6.1,True,5.16,2023-12-21
256,8,806,Git,4.45,False,7.73,2022-07-18
257,8,155,Git,6.12,True,6.37,2024-10-30
258,8,808,Git,4.05,False,8.36,2023-08-18
259,8,226,Git,7.22,True,6.63,2024-06-09
260,8,145,Git,6.43,True,9.78,2023-09-08
261,8,930,Git,3.35,False,9.26,2022-11-06
262,8,236,Git,3.54,True,9.43,2023-10-20
263,8,412,Git,7.94,True,8.42,2024-08-19
264,8,319,Machine Learning,3.6,False,4.39,2022-07-22
265,8,844,Machine Learning,3.31,False,9.15,2023-02-16
266,8,389,Machine Learning,6.05,False,9.7,2024-03-14
267,8,490,Liderança,7.46,False,6.91,2022-06-15
268,8,364,Liderança,4.5,True,8.55,2024-06-29
269,8,368,Liderança,5.76,False,4.31,2022-09-13
270,8,135,Liderança,8.39,False,4.74,2024-08-31
271,8,681,Liderança,4.95,False,8.19,2024-04-26
272,8,144,Liderança,5.96,False,6.79,2022-05-10
273,8,894,Liderança,6.28,False,6.87,2022-08-02
274,8,809,Liderança,7.53,True,4.42,2023-06-16
275,8,670,Liderança,9.76,False,9.55,2023-12-15
276,8,502,Liderança,6.64,False,4.65,2022-06-21
277,8,176,Liderança,6.69,False,4.5,2024-10-31
278,9,645,Azure,7.73,False,5.8,2022-12-10
279,9,102,Azure,3.56,False,6.01,2024-12-14
280,9,111,Azure,7.08,False,4.74,2023-01-17
281,9,859,Azure,6.97,False,8.74,2023-01-02
282,9,112,Azure,7.05,True,5.67,2022-12-21
283,9,962,Azure,3.19,False,6.33,2024-10-07
284,9,979,AWS,3.63,True,8.52,2024-10-11
285,9,259,AWS,5.37,True,6.42,2023-02-21
286,9,310,AWS,6.81,True,6.0,2024-08-20
287,9,397,AWS,7.73,True,9.37,2024-05-08
288,9,703,AWS,5.54,False,4.29,2024-06-16
289,9,350,AWS,6.55,False,4.7,2024-07-06
290,9,952,AWS,9.52,False,9.05,2023-08-12
291,9,576,AWS,7.81,True,9.77,2024-05-01
292,9,714,Scrum,6.28,False,6.05,2024-04-28
293,9,513,Scrum,8.32,True,4.36,2023-12-05
294,9,658,Scrum,5.1,False,7.67,2023-04-12
295,9,192,Scrum,7.7,False,5.45,2022-08-23
296,9,593,Gestão de Projetos,4.49,True,4.76,2024-09-21
297,9,96,Gestão de Projetos,4.34,True,4.32,2023-05-05
298,9,237,Gestão de Projetos,5.21,True,5.49,2023-05-17
299,9,758,Gestão de Projetos,8.09,True,5.47,2023-06-25
300,9,505,Gestão de Projetos,6.19,False,4.83,2024-05-05
301,9,832,Gestão de Projetos,4.43,False,4.3,2023-08-11
302,9,737,Gestão de Projetos,9.67,False,5.06,2024-07-09
303,9,146,Gestão de Projetos,7.31,False,5.32,2022-08-26
304,9,266,Gestão de Projetos,3.17,False,6.83,2024-05-16
305,10,898,Comunicação,5.71,False,7.57,2023-06-08
306,10,459,Comunicação,4.58,False,6.11,2023-01-04
307,10,946,Comunicação,7.93,True,8.37,2024-04-13
308,10,617,Scrum,6.37,False,5.75,2023-03-04
309,10,355,Scrum,6.62,False,9.15,2024-06-19
310,10,565,Scrum,6.88,False,6.09,2024-10-31
311,10,742,Git,3.71,False,5.27,2024-01-07
312,10,875,Git,7.16,True,6.38,2024-07-07
313,10,865,Git,5.81,False,5.7,2023-02-11
314,10,85,Git,6.44,False,7.53,2023-11-27
315,10,91,Git,4.86,True,7.84,2024-09-24
316,10,351,AWS,9.02,False,5.46,2023-10-03
317,10,601,AWS,5.84,True,5.03,2024-12-04
318,10,937,AWS,5.46,False,4.27,2024-04-14
319,10,19,AWS,3.59,False,6.04,2024-07-03
320,10,944,AWS,5.62,False,7.32,2023-06-23
321,10,935,AWS,6.6,False,5.45,2024-05-23
322,10,614,AWS,5.49,False,6.01,2024-08-10
323,10,746,AWS,5.65,True,9.33,2023-05-20
324,10,6,AWS,3.41,False,7.06,2023-10-28
325,10,216,AWS,6.62,False,7.54,2022-11-19
326,10,293,Angular,7.22,False,7.79,2023-03-23
327,10,648,Angular,5.1,True,4.86,2023-10-17
328,10,923,Product Management,4.43,False,7.86,2022-09-13
329,10,497,Product Management,6.27,False,7.5,2023-02-05
330,10,325,Product Management,6.77,False,9.7,2023-12-14
331,10,827,Product Management,8.82,False,5.37,2023-12-28
332,10,829,Design,9.47,False,9.06,2024-09-28
333,10,841,Design,5.27,False,5.37,2023-08-27
334,10,195,Design,6.18,False,5.02,2023-10-22
335,10,683,Design,4.63,True,8.29,2023-05-29
336,10,255,Design,7.78,False,9.4,2024-12-25
337,10,904,Design,6.54,True,9.21,2023-07-21
338,10,210,Design,8.69,False,7.52,2022-12-22
339,10,716,Design,5.7,False,6.1,2024-12-18
340,10,713,Design,8.59,False,8.73,2023-12-06
341,10,273,Design,9.32,False,9.56,2023-09-28
342,10,743,Gestão de Projetos,6.13,False,6.4,2022-11-18
343,10,281,Gestão de Projetos,7.91,False,9.07,2022-08-16
344,10,972,Gestão de Projetos,3.03,False,7.43,2023-08-09
345,10,846,Gestão de Projetos,9.36,False,5.18,2024-05-27
346,10,142,Gestão de Projetos,9.95,False,6.46,2023-05-19
347,11,978,Scrum,9.05,True,7.47,2024-11-20
348,11,245,Scrum,6.79,False,8.33,2024-10-16
349,11,695,Scrum,9.24,False,4.88,2024-10-29
350,11,594,Scrum,5.69,False,4.08,2024-11-13
351,11,592,Scrum,5.43,False,7.03,2024-12-09
352,11,375,Scrum,9.93,False,6.44,2024-10-14
353,11,36,Kubernetes,5.31,False,5.51,2024-11-08
354,11,384,Kubernetes,9.13,True,7.79,2024-10-15
355,11,474,Kubernetes,5.61,False,8.06,2024-12-21
356,11,5,Kubernetes,5.65,False,7.82,2024-10-07
357,11,372,Kubernetes,4.36,False,7.29,2024-12-23
358,11,971,Kubernetes,7.91,False,8.34,2024-11-06
359,11,2,Kubernetes,5.31,False,8.44,2024-11-11
360,11,295,Kubernetes,8.87,False,4.24,2024-10-22
361,11,663,React,4.94,True,8.83,2024-11-30
362,11,265,React,9.87,False,5.23,2024-11-11
363,11,247,React,3.85,False,9.08,2024-12-23
364,11,575,React,6.4,False,8.67,2024-12-22
365,11,524,React,9.66,False,4.84,2024-10-11
366,11,130,React,6.43,False,7.64,2024-10-25
367,11,896,React,5.28,False,4.65,2024-09-28
368,11,600,React,9.77,False,8.45,2024-11-18
369,11,905,React,6.56,False,8.61,2024-10-13
370,11,262,React,7.11,False,6.38,2024-10-04
371,11,604,Marketing Digital,8.22,False,4.26,2024-12-15
372,11,263,Data Analytics,6.79,False,9.67,2024-10-01
373,11,293,Data Analytics,4.15,False,9.65,2024-11-19
374,11,206,Data Analytics,3.21,True,5.65,2024-11-25
375,12,870,Java,8.47,False,6.83,2023-09-25
376,12,263,Java,8.98,False,5.51,2023-05-30
377,12,378,Java,6.12,False,5.34,2022-10-10
378,12,290,Java,7.81,False,5.35,2023-08-22
379,12,308,Java,6.41,False,8.81,2023-03-14
380,12,546,Power BI,7.91,False,6.87,2024-05-31
381,12,365,Power BI,6.35,False,8.55,2024-11-02
382,12,450,Power BI,9.8,False,6.41,2023-05-18
383,12,44,Power BI,8.09,False,4.77,2023-01-04
384,12,638,Power BI,7.41,False,7.17,2023-12-07
385,12,616,Power BI,3.02,False,7.63,2023-10-29
386,12,848,Power BI,7.99,False,4.5,2023-11-08
387,12,488,Power BI,6.63,True,6.05,2024-06-15
388,12,510,Power BI,5.91,False,9.85,2023-07-18
389,12,671,Vendas,9.73,True,4.92,2024-03-07
390,12,589,Vendas,5.25,False,9.99,2024-10-11
391,12,821,Vendas,5.23,False,7.18,2023-08-23
392,12,76,Vendas,3.11,False,8.4,2023-08-28
393,12,563,Git,5.52,False,5.76,2023-09-10
394,12,67,Git,8.12,False,4.63,2023-08-04
395,12,357,Git,9.45,False,4.81,2024-06-28
396,12,287,Python,6.5,True,8.38,2023-01-15
397,12,442,Python,8.96,False,8.75,2024-03-13
398,12,28,Python,7.18,False,9.79,2024-08-13
399,12,392,Python,7.28,False,9.31,2023-05-17
400,12,155,Python,6.87,True,4.34,2024-01-30
401,12,308,Angular,8.27,False,7.02,2024-04-25
402,12,212,Angular,5.17,True,7.87,2022-12-21
403,12,221,Angular,4.95,False,4.83,2023-12-15
404,12,609,Angular,6.73,False,7.23,2024-02-12
405,12,775,Angular,7.32,False,4.15,2023-10-27
406,12,594,Angular,3.34,False,8.35,2022-10-10
407,12,575,Angular,8.64,False,4.61,2022-12-09
408,12,65,Angular,7.86,False,5.21,2022-09-30
409,12,915,Angular,5.7,False,6.53,2024-02-19
410,12,288,Angular,3.39,False,9.66,2023-10-26
411,12,377,Design,3.87,False,5.56,2023-05-25
412,13,599,Node.js,7.87,True,5.62,2024-11-15
413,13,170,Node.js,8.76,False,4.17,2024-09-20
414,13,341,SEO,6.14,False,6.01,2024-10-21
415,13,353,SEO,5.75,False,8.63,2024-11-22
416,13,47,SEO,9.58,False,7.76,2024-12-28
417,13,245,SEO,6.59,True,4.09,2024-07-26
418,13,311,SEO,8.03,True,4.39,2024-09-16
419,13,588,SEO,8.81,False,6.81,2024-10-24
420,13,323,SEO,8.82,False,9.18,2024-08-07
421,13,773,SEO,3.74,False,5.23,2024-12-25
422,13,398,SEO,9.94,True,5.09,2024-12-22
423,13,438,SEO,8.74,False,6.36,2024-08-11
424,13,712,SEO,8.05,False,5.57,2024-06-29
425,13,991,SEO,3.57,True,6.46,2024-12-07
426,13,739,Java,6.42,False,8.67,2024-10-05
427,13,965,Java,9.09,False,5.6,2024-10-28
428,13,367,Java,3.13,False,6.61,2024-11-15
429,13,619,Java,6.72,False,8.22,2024-08-23
430,13,786,Java,9.57,True,4.94,2024-07-19
431,13,544,Java,4.11,False,9.95,2024-07-19
432,13,19,Java,8.84,False,8.49,2024-08-05
433,13,350,Java,3.65,False,9.63,2024-10-17
434,13,71,Java,3.49,False,7.52,2024-09-01
435,13,891,Java,9.6,False,4.53,2024-12-07
436,13,325,Java,6.69,False,4.98,2024-10-15
437,13,292,Java,8.24,True,9.92,2024-12-14
438,13,572,JavaScript,4.78,False,6.11,2024-07-31
439,13,936,JavaScript,3.1,True,7.72,2024-12-31
440,13,309,JavaScript,3.29,False,9.61,2024-12-11
441,13,70,JavaScript,3.61,True,4.03,2024-07-23
442,13,544,JavaScript,6.3,False,4.31,2024-12-10
443,13,888,JavaScript,5.81,False,5.71,2024-11-04
444,13,929,JavaScript,3.94,False,4.58,2024-09-27
445,13,687,JavaScript,7.81,False,7.37,2024-09-25
446,13,716,JavaScript,5.06,False,4.16,2024-06-27
447,14,780,Negociação,3.86,False,8.88,2024-05-03
448,14,682,Negociação,4.46,False,5.15,2023-12-15
449,14,157,Negociação,4.9,False,8.97,2023-04-07
450,14,433,Negociação,8.47,True,9.12,2022-11-14
451,14,224,Negociação,3.01,False,5.99,2024-03-30
452,14,960,Negociação,4.99,False,9.87,2023-02-02
453,14,362,AWS,6.01,False,5.35,2023-01-08
454,14,688,AWS,7.68,True,5.27,2024-12-25
455,14,697,AWS,9.81,False,4.37,2024-03-25
456,14,326,AWS,4.69,False,5.29,2024-05-10
457,14,720,AWS,7.28,False,5.82,2023-02-23
458,14,998,AWS,5.43,False,5.76,2022-07-16
459,14,749,AWS,9.3,False,9.54,2022-05-26
460,14,148,AWS,4.13,False,8.33,2024-10-21
461,14,311,AWS,7.85,False,8.84,2024-08-14
462,14,980,AWS,7.39,True,6.99,2023-05-30
463,14,540,AWS,8.51,True,6.63,2024-04-02
464,14,384,AWS,6.92,True,4.97,2024-05-15
465,14,211,Scrum,8.69,False,7.02,2023-01-10
466,14,734,Scrum,8.0,False,6.48,2024-08-31
467,14,908,Scrum,8.36,False,6.5,2023-09-01
468,14,826,Scrum,9.72,False,8.75,2023-01-21
469,14,824,Scrum,4.14,False,7.25,2023-06-21
470,14,516,Scrum,6.27,False,9.95,2022-08-12
471,14,375,Scrum,9.45,True,7.85,2023-04-18
472,14,628,Scrum,9.99,False,5.45,2022-10-03
473,14,942,Scrum,7.79,False,5.32,2024-03-09
474,14,260,Scrum,3.37,False,7.45,2024-07-07
475,14,63,Scrum,9.25,False,6.02,2024-10-23
476,14,440,Scrum,7.07,False,9.03,2024-01-21
477,14,196,Node.js,4.11,False,6.38,2023-05-29
478,14,732,Node.js,3.58,False,5.76,2022-08-23
479,14,236,Node.js,6.74,False,8.28,2022-07-08
480,14,133,Node.js,6.77,False,7.15,2024-06-14
481,14,249,Node.js,5.27,False,9.75,2022-12-15
482,14,187,Node.js,5.32,False,9.45,2023-05-02
483,14,210,Node.js,7.0,True,5.77,2023-06-28
484,14,74,Node.js,9.51,False,8.37,2023-04-07
485,14,768,Data Analytics,3.36,False,8.65,2024-05-03
486,14,63,Data Analytics,5.59,False,8.06,2023-12-01
487,14,462,Data Analytics,9.5,False,6.64,2023-06-28
488,14,126,Data Analytics,5.68,False,6.8,2022-05-01
489,14,448,Git,7.02,False,9.03,2022-09-03
490,14,38,Git,8.18,True,9.41,2023-01-31
491,14,562,Git,9.88,False,7.4,2022-08-10
492,14,719,Git,4.62,False,4.91,2022-08-16
493,14,494,Git,5.89,False,7.55,2023-11-29
494,14,202,Git,6.78,True,9.98,2023-11-16
495,14,762,Git,9.96,True,7.65,2022-12-30
